,genres,app_name,title,release_date,price,id,developer
1356,"['Action', 'Indie']",BIT.TRIP.FATE Soundtrack,BIT.TRIP.FATE Soundtrack,2013-07-11,5.99,205083,Gaijin Games
1357,['Adventure'],The Raven - Legacy of a Master Thief,The Raven - Legacy of a Master Thief,2013-07-23,24.99,233370,KING Art
1358,"['Adventure', 'Indie']",Ittle Dew,Ittle Dew,2013-07-23,9.99,241320,Ludosity
1359,['Action'],Aliens: Colonial Marines: Stasis Interrupted,Aliens: Colonial Marines: Stasis Interrupted,2013-07-23,29.99,219443,Gearbox Software
1360,['Strategy'],CoH 2 - Soviet Commander: Terror Tactics,CoH 2 - Soviet Commander: Terror Tactics,2013-07-23,2.99,231463,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1361,['Strategy'],CoH 2 - German Commander: Storm Doctrine,CoH 2 - German Commander: Storm Doctrine,2013-07-23,2.99,231455,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1362,"['Racing', 'Sports']",GRID 2 - Peak Performance Pack,GRID 2 - Peak Performance Pack,2013-07-23,4.99,221166,"Codemasters Racing,Feral Interactive (Mac)"
1363,"['Action', 'Free to Play']",Soldier Front 2: Shoot Em Up Package,Soldier Front 2: Shoot Em Up Package,2013-07-23,9.99,243442,Dragonfly
1364,"['Adventure', 'Indie', 'RPG', 'Strategy']",Shadowrun Returns,Shadowrun Returns,2013-07-25,14.99,234650,Harebrained Schemes
1365,"['Action', 'Strategy']",Citadels,Citadels,2013-07-25,14.99,238870,Games Distillery s.r.o.
1366,"['Action', 'Indie', 'Strategy']",Awesomenauts - Gnabot Skin,Awesomenauts - Gnabot Skin,2013-07-29,4.99,230890,Ronimo Games
1367,"['Action', 'Adventure', 'Indie']",Alien Spidy: Easy Breezy DLC,Alien Spidy: Easy Breezy DLC,2013-07-25,1.99,207010,Enigma SP
1368,"['Action', 'Indie', 'Strategy']",CastleStorm,CastleStorm,2013-07-29,9.99,241410,Zen Studios
1369,['Strategy'],Hearts of Iron III: Axis Minors Vehicle Pack,Hearts of Iron III: Axis Minors Vehicle Pack,2013-07-30,1.99,214991,Paradox Development Studio
1370,"['Adventure', 'Indie', 'RPG']",Realms of Arkania: Blade of Destiny,Realms of Arkania: Blade of Destiny,2013-07-29,14.99,237550,Crafty Studios
1371,"['Indie', 'Strategy']",Skulls of the Shogun,Skulls of the Shogun,2013-07-29,9.99,228960,17-BIT
1372,['Strategy'],Hearts of Iron III: Italian Vehicle Pack,Hearts of Iron III: Italian Vehicle Pack,2013-07-30,1.99,214990,Paradox Development Studio
1373,['Action'],BioShock Infinite: Clash in the Clouds,BioShock Infinite: Clash in the Clouds,2013-07-30,4.99,214930,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
1374,['Simulation'],Cities in Motion 2:  Trekking Trolleys,Cities in Motion 2:  Trekking Trolleys,2013-07-30,4.99,225429,Colossal Order Ltd.
1375,"['Action', 'Adventure']",Castlevania: Lords of Shadow – Ultimate Edition,Castlevania: Lords of Shadow – Ultimate Edition,2013-08-27,29.99,234080,MercurySteam - Climax Studios
1376,['Simulation'],Cities in Motion 2: Wending Waterbuses,Cities in Motion 2: Wending Waterbuses,2013-07-30,4.99,225428,Colossal Order Ltd.
1377,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Dead Man's Chest,Star Conflict: Pirate Pack - Dead Man's Chest,2013-07-31,79.99,222285,Star Gem Inc.
1378,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Jolly Roger,Star Conflict: Pirate Pack - Jolly Roger,2013-07-31,49.99,222284,Star Gem Inc.
1379,"['Action', 'Free to Play', 'Massively Multiplayer', 'Simulation']",Star Conflict: Pirate Pack - Corsair,Star Conflict: Pirate Pack - Corsair,2013-07-31,19.99,222283,Star Gem Inc.
1380,['Action'],Rise of the Triad,Rise of the Triad,2013-07-31,14.99,217140,Interceptor Entertainment
1381,"['Indie', 'Simulation', 'Sports', 'Strategy']",Lords of Football: Eastern Europe,Lords of Football: Eastern Europe,2013-08-01,1.99,230690,Geniaware Srl
1382,['Simulation'],Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,Train Simulator: Great Northern F7 ‘Empire Builder’ Loco Add-On,2013-08-01,8.99,222590,Dovetail Games
1383,['Indie'],Cloudberry Kingdom™,Cloudberry Kingdom™,2013-08-02,9.99,210870,Pwnee Studios
1384,['Action'],Call of Duty®: Black Ops II - Vengeance,Call of Duty®: Black Ops II - Vengeance,2013-08-01,14.99,219101,Treyarch
1385,"['Casual', 'Strategy']","Crazy Machines 2: Invaders From Space, 2nd Wave DLC","Crazy Machines 2: Invaders From Space, 2nd Wave DLC",2013-08-01,2.99,242630,Fakt Software
1386,['Simulation'],DCS: Black Shark 2,DCS: Black Shark 2,2011-11-02,39.99,240280,Eagle Dynamics SA
1387,['Simulation'],DCS: A-10C Warthog - DLC,DCS: A-10C Warthog - DLC,2010-09-22,39.99,245810,Eagle Dynamics SA
1388,['Simulation'],DCS: P-51D Mustang,DCS: P-51D Mustang,2012-04-29,29.99,223770,Eagle Dynamics SA
1389,"['Simulation', 'Strategy']",DCS: Combined Arms 1.5,DCS: Combined Arms 1.5,2012-05-31,19.99,240300,Eagle Dynamics SA
1390,['Simulation'],Su-25 for DCS World,Su-25 for DCS World,2013-07-26,9.99,245580,Eagle Dynamics SA
1391,"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 4,The Dream Machine: Chapter 4,2013-08-05,4.99,93304,Cockroach Inc.
1392,"['Action', 'RPG', 'Strategy']",Divinity: Dragon Commander,Divinity: Dragon Commander,2013-08-06,39.99,243950,Larian Studios
1393,['Strategy'],COH 2 - German Skin: (H) Four Color Disruptive Pattern,COH 2 - German Skin: (H) Four Color Disruptive Pattern,2013-08-06,1.99,231485,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1394,['Strategy'],COH 2 - German Skin: (L) Four Color Disruptive Pattern,COH 2 - German Skin: (L) Four Color Disruptive Pattern,2013-08-06,1.99,231477,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1395,['Strategy'],COH 2 - German Skin: (M) Four Color Disruptive Pattern,COH 2 - German Skin: (M) Four Color Disruptive Pattern,2013-08-06,1.99,231484,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1396,"['Action', 'Adventure', 'Casual', 'Indie']",Beatbuddy: Tale of the Guardians,Beatbuddy: Tale of the Guardians,2013-08-06,9.99,231040,Threaks
1397,"['Indie', 'RPG']",Inquisitor,Inquisitor,2012-09-05,9.99,241620,"CINEMAX, s.r.o."
1398,['Strategy'],CoH 2 - German Commander: Lightning War Doctrine,CoH 2 - German Commander: Lightning War Doctrine,2013-08-13,2.99,231465,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1399,"['Action', 'Adventure']",Dishonored: The Brigmore Witches,Dishonored: The Brigmore Witches,2013-08-13,4.99,212894,Arkane Studios
1400,"['Action', 'Adventure', 'Casual']",DuckTales: Remastered,DuckTales: Remastered,2013-08-13,14.99,237630,WayForward
1401,['Simulation'],Train Simulator: Metronom ME 146 Loco Add-On,Train Simulator: Metronom ME 146 Loco Add-On,2013-08-15,19.99,222591,Dovetail Games
1402,['Strategy'],Worms Clan Wars,Worms Clan Wars,2013-08-15,24.99,233840,Team17 Digital Ltd
1403,"['Indie', 'Strategy']",Space Hulk - Kraken Skin DLC,Space Hulk - Kraken Skin DLC,2013-08-15,1.99,246562,Full Control Studios
1404,"['Simulation', 'Strategy']",Tropico 4: Propaganda!,Tropico 4: Propaganda!,2013-08-15,2.99,205637,"Haemimont Games,Feral Interactive (Mac)"
1405,"['Indie', 'Strategy']",Space Hulk,Space Hulk,2013-08-15,24.99,242570,Full Control Studios
1406,"['Action', 'Indie']",Electronic Super Joy,Electronic Super Joy,2013-08-23,7.99,244870,Michael Todd Games
1407,['Simulation'],Train Simulator: Great Eastern Main Line London-Ipswich Route Add-On,Train Simulator: Great Eastern Main Line London-Ipswich Route Add-On,2013-08-23,19.99,222593,Dovetail Games
1408,"['Action', 'Adventure']",Remember Me: Combo Lab Pack DLC,Remember Me: Combo Lab Pack DLC,2013-08-23,3.99,237800,DONTNOD Entertainment
1409,['Simulation'],Train Simulator: Powerhaul Class 66 V2.0 Loco Add-On,Train Simulator: Powerhaul Class 66 V2.0 Loco Add-On,2013-08-23,19.99,222594,Dovetail Games
1410,['Action'],LOST PLANET® 3,LOST PLANET® 3,2013-08-26,24.99,226720,Spark Unlimited
1411,['Strategy'],PixelJunk™ Monsters Ultimate,PixelJunk™ Monsters Ultimate,2013-08-26,9.99,243780,"Double Eleven,Q-Games Ltd."
1412,"['Action', 'Adventure']",Saints Row IV: Presidential Pack,Saints Row IV: Presidential Pack,2013-08-27,2.99,247292,Deep Silver Volition
1413,"['Action', 'Adventure']",Saints Row IV: Grass Roots Pack,Saints Row IV: Grass Roots Pack,2013-08-27,2.99,247291,Deep Silver Volition
1414,"['Casual', 'Strategy']",Sid Meier’s Ace Patrol,Sid Meier’s Ace Patrol,2013-08-27,4.99,244070,Firaxis Games
1415,"['Action', 'Adventure', 'Casual']",Space Ace,Space Ace,1984-04-29,9.99,240340,Digital Leisure Inc.
1416,"['Action', 'Indie', 'Strategy']",Primal Carnage - Dinobuster Skin,Primal Carnage - Dinobuster Skin,2013-08-27,0.99,235140,Lukewarm Media
1417,"['Indie', 'Simulation', 'Strategy']",Skyward Collapse: Nihon no Mura,Skyward Collapse: Nihon no Mura,2013-08-27,2.99,238900,"Arcen Games, LLC"
1418,['Strategy'],CoH 2 - German Commander: Fortified Armor Doctrine,CoH 2 - German Commander: Fortified Armor Doctrine,2013-08-27,2.99,231459,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1419,['Strategy'],COH 2 - Soviet Skin: (H) Four Color Belorussian Front,COH 2 - Soviet Skin: (H) Four Color Belorussian Front,2013-08-27,1.99,231482,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1420,"['Action', 'Indie']",Assault Android Cactus,Assault Android Cactus,2015-09-23,14.99,250110,Witch Beam
1421,"['Adventure', 'Indie']",Shelter,Shelter,2013-08-28,9.99,244710,Might and Delight
1422,"['Action', 'Indie']",BeatBlasters III,BeatBlasters III,2014-02-21,9.99,246800,Chainsawesome Games
1423,['Simulation'],Train Simulator: BR DP1 Deltic Loco Add-On,Train Simulator: BR DP1 Deltic Loco Add-On,2013-08-28,19.99,222595,Dovetail Games
1424,['Simulation'],Cities in Motion 2: Lofty Landmarks,Cities in Motion 2: Lofty Landmarks,2013-08-29,2.99,225430,Colossal Order Ltd.
1425,"['Casual', 'Indie', 'Simulation', 'Strategy']",Game Dev Tycoon,Game Dev Tycoon,2013-08-29,9.99,239820,Greenheart Games
1426,"['Action', 'Strategy']",Guardians of Middle-earth: The Tactician Bundle,Guardians of Middle-earth: The Tactician Bundle,2013-08-29,14.99,111915,Zombie Studios
1427,"['Action', 'Strategy']",Guardians of Middle-earth: The Defender Bundle,Guardians of Middle-earth: The Defender Bundle,2013-08-29,14.99,111914,Zombie Studios
1428,"['Action', 'Strategy']",Guardians of Middle-earth: The Enchanter Bundle,Guardians of Middle-earth: The Enchanter Bundle,2013-08-29,14.99,111916,Zombie Studios
1429,"['Action', 'Strategy']",Guardians of Middle-earth: The Warrior Bundle,Guardians of Middle-earth: The Warrior Bundle,2013-08-29,14.99,111912,Zombie Studios
1430,"['Action', 'Strategy']",Guardians of Middle-earth: The Striker Bundle,Guardians of Middle-earth: The Striker Bundle,2013-08-29,14.99,111913,Zombie Studios
1431,"['Action', 'Strategy']",Guardians of Middle-earth: The Company of Dwarves Bundle,Guardians of Middle-earth: The Company of Dwarves Bundle,2013-08-29,14.99,111911,Zombie Studios
1432,"['Action', 'Strategy']",Guardians of Middle-earth,Guardians of Middle-earth,2013-08-29,19.99,111900,Zombie Studios
1433,"['Action', 'Strategy']",Guardians of Middle-earth: Smaug's Treasure,Guardians of Middle-earth: Smaug's Treasure,2013-08-29,9.99,111910,Zombie Studios
1434,"['Action', 'RPG']",Borderlands 2: Mechromancer Beatmaster Pack,Borderlands 2: Mechromancer Beatmaster Pack,2013-09-03,0.99,224140,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1435,"['Action', 'RPG']",Borderlands 2: Gunzerker Greasy Grunt Pack,Borderlands 2: Gunzerker Greasy Grunt Pack,2013-09-03,0.99,224141,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1436,"['Action', 'RPG']",Borderlands 2: Siren Learned Warrior Pack,Borderlands 2: Siren Learned Warrior Pack,2013-09-03,0.99,224143,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1437,"['Action', 'RPG']",Borderlands 2: Commando Devilish Good Looks Pack,Borderlands 2: Commando Devilish Good Looks Pack,2013-09-03,0.99,224144,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1438,"['Action', 'RPG']",Borderlands 2 : Assassin Cl0ckw0rk Pack,Borderlands 2 : Assassin Cl0ckw0rk Pack,2013-09-03,0.99,224145,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1439,"['Action', 'RPG']",Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,Borderlands 2: Ultimate Vault Hunter Upgrade Pack 2,2013-09-03,4.99,224180,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1440,"['Action', 'RPG']",Borderlands 2: Psycho Party Pack,Borderlands 2: Psycho Party Pack,2013-09-03,0.99,224142,"Gearbox Software,Aspyr (Mac &amp; Linux)"
1441,"['Action', 'Adventure', 'Indie']",Outlast,Outlast,2013-09-04,19.99,238320,Red Barrels
1442,"['Adventure', 'Indie']",MirrorMoon EP,MirrorMoon EP,2013-09-04,14.99,231310,Santa Ragione
1443,"['Adventure', 'Casual']",Castle of Illusion,Castle of Illusion,2013-09-04,14.99,227600,"SEGA Studios Australia,Feral Interactive (Mac)"
1444,"['Indie', 'RPG', 'Strategy']",Fallen Enchantress: Legendary Heroes - Loot Pack DLC,Fallen Enchantress: Legendary Heroes - Loot Pack DLC,2013-09-04,2.99,233592,Stardock Entertainment
1445,['Simulation'],Train Simulator: Union Pacific Heritage SD70ACes Loco Add-On,Train Simulator: Union Pacific Heritage SD70ACes Loco Add-On,2013-09-04,19.99,222596,Dovetail Games
1446,"['Action', 'Indie', 'Strategy']",Sanctum 2: Ruins of Brightholme,Sanctum 2: Ruins of Brightholme,2013-09-05,4.99,237050,Coffee Stain Studios
1447,['Simulation'],Rise of Flight: Ace Pack,Rise of Flight: Ace Pack,2013-09-05,14.99,244060,777 Studios
1448,"['Action', 'Adventure']",Saints Row IV - Wild West Pack,Saints Row IV - Wild West Pack,2013-09-17,2.99,247294,Deep Silver Volition
1449,['Strategy'],COH 2 - German Skin: (H) Voronezh Improvised Pattern,COH 2 - German Skin: (H) Voronezh Improvised Pattern,2013-09-24,1.99,249102,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1450,['Simulation'],Cities in Motion 2: Back to the Past,Cities in Motion 2: Back to the Past,2013-09-17,3.99,225431,Colossal Order Ltd.
1451,"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",Dragon's Prophet,Dragon's Prophet,2013-09-18,Free to Play,259020,Runewaker
1452,"['Racing', 'Simulation', 'Sports']",MotoGP™13: Red Bull Rookies Cup,MotoGP™13: Red Bull Rookies Cup,2013-09-18,1.99,240611,Milestone S.r.l.
1453,['Simulation'],A-Train 8,A-Train 8,2008-03-21,19.99,249930,ARTDINK
1454,"['Casual', 'Indie', 'Strategy']",Ironclad Tactics,Ironclad Tactics,2013-09-18,14.99,226960,Zachtronics
1455,"['Adventure', 'Casual', 'Indie']",InFlux,InFlux,2013-07-23,9.99,246980,Impromptu Games
1456,['Simulation'],Train Simulator: Southern Pacific GP20 Loco Add-On,Train Simulator: Southern Pacific GP20 Loco Add-On,2013-09-18,19.99,222571,Reppo
1457,"['Adventure', 'Indie']",Cognition: An Erica Reed Thriller,Cognition: An Erica Reed Thriller,2013-09-19,14.99,242780,Phoenix Online Studios
1458,"['Action', 'Adventure', 'Casual', 'Indie']",Foul Play,Foul Play,2013-09-18,14.99,244810,"Mediatonic,The Irregular Corporation"
1459,['Simulation'],DCS: Mi-8 MTV2 Magnificent Eight,DCS: Mi-8 MTV2 Magnificent Eight,2013-09-19,49.99,249310,Belsimtek
1460,"['Simulation', 'Strategy']",Tropico 4: The Academy,Tropico 4: The Academy,2013-09-19,2.99,205635,"Haemimont Games,Feral Interactive (Mac)"
1461,"['Indie', 'Simulation']",Euro Truck Simulator 2 - Going East!,Euro Truck Simulator 2 - Going East!,2013-09-19,9.99,227310,SCS Software
1462,"['Action', 'Indie']",Omegalodon,Omegalodon,2012-03-09,9.99,248350,North of Earth
1463,"['Action', 'Adventure', 'Indie']",Angry Video Game Nerd Adventures,Angry Video Game Nerd Adventures,2013-09-20,4.99,237740,FreakZone Games
1464,"['Action', 'Adventure']",Marlow Briggs and the Mask of Death,Marlow Briggs and the Mask of Death,2013-09-20,4.99,249680,Zootfly
1465,"['Action', 'Adventure', 'Indie']",Doorways: Prelude,Doorways: Prelude,2013-09-20,9.99,248470,Saibot Studios
1466,"['Action', 'Racing', 'Simulation', 'Sports']",Urban Trial Freestyle,Urban Trial Freestyle,2013-09-18,6.99,243450,Tate Multimedia
1467,"['Simulation', 'Strategy']",Europa Universalis IV: American Dream,Europa Universalis IV: American Dream,2013-09-24,4.99,241364,Paradox Development Studio
1468,['Action'],PAC-MAN™ Championship Edition DX+,PAC-MAN™ Championship Edition DX+,2013-09-24,9.99,236450,"Mine Loader Software Co., Ltd."
1469,"['Action', 'Strategy']",Leviathan Warships: Commonwealth Unit Pack,Leviathan Warships: Commonwealth Unit Pack,2013-09-24,2.49,245030,Pieces Interactive
1470,"['Simulation', 'Strategy']",Europa Universalis IV: National Monuments II,Europa Universalis IV: National Monuments II,2013-09-24,1.99,241368,Paradox Development Studio
1471,['Strategy'],Company of Heroes 2 - Case Blue Mission Pack,Company of Heroes 2 - Case Blue Mission Pack,2013-09-24,9.99,231479,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1472,['Strategy'],COH 2 - German Skin: (M) Voronezh Improvised Pattern,COH 2 - German Skin: (M) Voronezh Improvised Pattern,2013-09-24,1.99,249101,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1473,"['Action', 'Adventure', 'Casual', 'Strategy']",Scribblenauts Unmasked: A DC Comics Adventure,Scribblenauts Unmasked: A DC Comics Adventure,2013-09-24,19.99,249870,5th Cell Media
1474,['Action'],Alien Rage - Unlimited,Alien Rage - Unlimited,2013-09-24,19.99,217920,CI Games
1475,"['Action', 'Indie']",Steel Storm: Forgotten Prison DLC,Steel Storm: Forgotten Prison DLC,2013-09-24,1.99,202652,Kot in Action Creative Artel
1476,['Action'],Pac-Man Championship Edition DX+: Big Eater Course,Pac-Man Championship Edition DX+: Big Eater Course,2013-09-24,1.99,246251,"Mine Loader Software Co., Ltd."
1477,['Action'],Pac-Man Championship Edition DX+: Championship III & Highway II Courses,Pac-Man Championship Edition DX+: Championship III &amp; Highway II Courses,2013-09-24,1.99,246252,"Mine Loader Software Co., Ltd."
1478,['Action'],Pac-Man Championship Edition DX+: Dig Dug Skin,Pac-Man Championship Edition DX+: Dig Dug Skin,2013-09-24,1.99,246253,"Mine Loader Software Co., Ltd."
1479,['Action'],Pac-Man Championship Edition DX+: Pac is Back Skin,Pac-Man Championship Edition DX+: Pac is Back Skin,2013-09-24,1.99,246255,"Mine Loader Software Co., Ltd."
1480,['Action'],Pac-Man Championship Edition DX+: Pac Steps BGM,Pac-Man Championship Edition DX+: Pac Steps BGM,2013-09-24,0.99,246256,"Mine Loader Software Co., Ltd."
1481,['Strategy'],COH 2 - German Skin: (H) Case Blue Summer Pattern,COH 2 - German Skin: (H) Case Blue Summer Pattern,2013-09-24,1.99,249105,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)"
1482,['Action'],Pac-Man Championship Edition DX+: Mountain Course,Pac-Man Championship Edition DX+: Mountain Course,2013-09-24,1.99,246250,"Mine Loader Software Co., Ltd."
1483,['Action'],Pac-Man Championship Edition DX+: Reentrance BGM,Pac-Man Championship Edition DX+: Reentrance BGM,2013-09-24,0.99,246257,"Mine Loader Software Co., Ltd."
1484,['Simulation'],Train Simulator: DB BR424 EMU Add-On,Train Simulator: DB BR424 EMU Add-On,2013-09-25,19.99,222602,Dovetail Games
1485,['Action'],Pac-Man Championship Edition DX+: Rally-X Skin,Pac-Man Championship Edition DX+: Rally-X Skin,2013-09-24,1.99,246254,"Mine Loader Software Co., Ltd."
1486,"['Action', 'Adventure']",Saints Row IV: Volition Comics Pack,Saints Row IV: Volition Comics Pack,2013-09-25,2.99,238301,Deep Silver Volition
1487,"['Action', 'Indie']",Escape Goat,Escape Goat,2012-06-14,4.99,251370,MagicalTimeBean
